idx,layer,type,cond_32,cond_4,var_32,var_4,cosine_sim,dead_neuron_ratio,SNR,KL,SFR,magnitude_loss,RelErr,mse_error,inherited_error,error_delta,error_propagation,instability_pca,instability_shap,shap_magnitude,sensitivity_W4A8
11,layer1.1.bn1,BatchNorm2d,,,0.004982487764209509,0.005045784171670675,0.9998729228973389,,3.819886846770138,0.0377645306289196,0.0006835937383584678,0.0014695797002057412,0.3405473828315735,0.0015752160688862205,0.14267078042030334,0.19787660241127014,2.3869455387146923,0.061765388923676674,0.3393658469120661,0.19012861342833626,0.20000000000000284
12,layer1.1.relu,ReLU,,,,,,0.5020949244499207,-1.3622000278115807,5.532478332519531,0.0016601562965661287,0.0042094958394517865,0.8197753429412842,0.08722766488790512,0.3405473828315735,0.4792279601097107,2.4072284335960323,1.676086916771432,0.8287773251533508,0.3911485089675601,0.20000000000000284
13,layer1.1.conv2,Conv2d,5.408225059509277,5.199862957000732,0.0019338969141244888,0.0018889994826167822,0.9882614016532898,,9.941946795075904,0.0580974705517292,0.09487304836511612,0.0004884959210590591,0.3104553520679474,0.005084045231342316,0.8197753429412842,-0.5093199908733368,0.37870784324115103,-1.4282131213079474,0.31081175146003565,0.221971605406453,0.5500000000000114
14,layer1.1.bn2,BatchNorm2d,,,0.025490431115031242,0.025869689881801605,0.9994843602180481,,-7.234405457796892,6.532834529876709,0.5028320550918579,0.00126953125,1.0176739692687988,0.3162690997123718,0.3104553520679474,0.7072186172008514,3.278004268526152,3.4375373145991914,1.0320745239655176,0.5714109422001173,0.10000000000000853
15,layer2.0.conv1,Conv2d,6.6763224601745605,6.345259189605713,0.0017291681142523885,0.0016823391197249293,0.9865736365318298,,8.001529024980318,0.03688729554414749,0.07905273139476776,0.000561770309217918,0.33433806896209717,0.03212568163871765,1.0176739692687988,-0.6833359003067017,0.3285316113587845,-1.6525377266726125,0.33452596652011074,0.19819465388722468,3.6500000000000057
16,layer2.0.bn1,BatchNorm2d,,,0.00167001411318779,0.001675152569077909,0.9998997449874878,,7.075213076120522,0.07488837838172913,0.0,2.44140625e-05,0.23083378374576569,0.0006947112269699574,0.33433806896209717,-0.10350428521633148,0.6904202816677875,-0.5442340930488678,0.22756115291267634,0.3126017963586474,0.15000000000000568
17,layer2.0.relu,ReLU,,,,,,0.6111809611320496,-0.8852391462929798,0.3472970724105835,0.0,2.44140625e-05,0.6149131059646606,0.008989389054477215,0.23083378374576569,0.38407932221889496,2.663878293652397,0.49233076217045113,0.6497833872834842,0.21130730108579568,0.10000000000000853
18,layer2.0.conv2,Conv2d,5.585824966430664,5.340479373931885,0.0011568560730665922,0.0011195066617801785,0.9836647510528564,,12.752809184126564,0.032327085733413696,0.05532226711511612,0.00026871213601719756,0.18030719459056854,0.0033935674000531435,0.6149131059646606,-0.4346059113740921,0.2932238601540519,-1.7663739515204573,0.17875503612061341,0.3636835187078793,3.6000000000000085
19,layer2.0.bn2,BatchNorm2d,,,0.012258263304829597,0.0120572904124856,0.9996388554573059,,-6.699527223684596,1.2285815477371216,0.4726806581020355,0.0008544921875,1.0183165073394775,0.04261566326022148,0.18030719459056854,0.838009312748909,5.647675400009222,2.588011202317454,1.0639176949858666,0.59270803247228,0.15000000000000568
20,layer2.0.downsample.0,Conv2d,14.874152183532715,16.07115364074707,0.00498729944229126,0.004867272917181253,0.9893810749053955,,13.52019256210946,0.042180903255939484,0.05563964694738388,0.00036634509708145075,0.20640064775943756,0.0046330951154232025,1.0183165073394775,-0.81191585958004,0.2026881095137023,-1.9359642635586947,0.20698611599703629,0.3343867702023929,5.0
21,layer2.0.downsample.1,BatchNorm2d,,,0.010348832234740257,0.010723579674959183,0.9986881613731384,,5.779210294579485,0.03504014015197754,0.11765136569738388,0.0003175378602833415,0.5138239860534668,0.0034572742879390717,0.20640064775943756,0.30742333829402924,2.4894494839466073,0.3286507428041129,0.5143090362350146,0.1700331949454477,0.05000000000001137
22,layer2.1.conv1,Conv2d,4.503190040588379,4.204240798950195,0.0011676177382469177,0.001127550727687776,0.9828198552131653,,13.062904566458629,0.02319275587797165,0.033447265625,0.0005862380615061433,0.1652478277683258,0.005662953946739435,0.5138239860534668,-0.348576158285141,0.3216039582683263,-1.7567335983290553,0.16758777362604935,0.37057382600702055,2.200000000000003
23,layer2.1.bn1,BatchNorm2d,,,0.0022601995151489973,0.0022752543445676565,0.9998771548271179,,3.7451009413198193,0.07966241240501404,0.00017089843458961695,0.0001464986815118664,0.2826695442199707,0.00024269874847959727,0.1652478277683258,0.1174217164516449,1.7105794855866865,-0.10634641660575668,0.282954836388429,0.251892487309878,0.15000000000000568
24,layer2.1.relu,ReLU,,,,,,0.7627675533294678,-1.6735615611418604,4.369805812835693,0.00017089843458961695,0.000244164469186444,0.788012683391571,0.011246970854699612,0.2826695442199707,0.5053431391716003,2.7877523401515076,1.5835234455064102,0.7860677892963092,0.3445579735776646,0.30000000000001137
25,layer2.1.conv2,Conv2d,7.631253719329834,7.475708961486816,0.0009030626970343292,0.0008815508335828781,0.988244354724884,,12.927013854930111,0.09318331629037857,0.06103515625,0.0006839109938692264,0.20446179807186127,0.000958025106228888,0.788012683391571,-0.5835508853197098,0.2594651106269095,-1.6960361854870107,0.2051828754444917,0.33070975426193505,0.9000000000000057
26,layer2.1.bn2,BatchNorm2d,,,0.01559221837669611,0.015754390507936478,0.999325156211853,,-11.708593328190569,2.967366933822632,0.8375488519668579,0.000634765625,1.6744165420532227,0.11614371836185455,0.20446179807186127,1.4699547439813614,8.189385781770996,4.8226706951781555,1.7411902715762457,1.2631469138776728,0.20000000000000284
27,layer3.0.conv1,Conv2d,11.376738548278809,10.712689399719238,0.0008437472279183567,0.0008168941712938249,0.9840546250343323,,10.554891999563358,0.023212764412164688,0.05810546875,0.00042745481191988274,0.22276648879051208,0.011972509324550629,1.6744165420532227,-1.4516500532627106,0.13304126135615915,-2.785207107453644,0.2246218488862117,0.3127634602377288,2.8500000000000085
28,layer3.0.bn1,BatchNorm2d,,,0.0017031925963237882,0.0017336227465420961,0.9998295903205872,,4.36847739008882,0.04926711693406105,0.00019531250291038305,0.00021974533956759,0.3090350925922394,0.0008736579911783338,0.22276648879051208,0.0862686038017273,1.387260239494399,-0.17965600079879143,0.3076665993779898,0.22215760193138434,0.05000000000001137
29,layer3.0.relu,ReLU,,,,,,0.664612889289856,-1.4026229380771726,0.1497354656457901,0.0004150390741415322,0.00026861370906693365,0.6623201966285706,0.006514179520308971,0.3090350925922394,0.3532851040363312,2.143187658950872,0.4475818292892024,0.6534599254528681,0.2550365740003928,0.20000000000000284
30,layer3.0.conv2,Conv2d,5.624112606048584,5.41155481338501,0.0006273043109104037,0.0006072433898225427,0.9841216802597046,,8.605623511923202,0.017878832295536995,0.08322753757238388,0.00045189183907765214,0.3121427893638611,0.005363356787711382,0.6623201966285706,-0.3501774072647095,0.4712868352079555,-1.4217496505771396,0.3131129465997219,0.21920173631947332,2.3000000000000114
31,layer3.0.bn2,BatchNorm2d,,,0.005731555167585611,0.005786662921309471,0.9994924664497375,,-7.072962230982575,1.0151731967926025,0.593212902545929,0.0007572241627787685,1.2489186525344849,0.03609345108270645,0.3121427893638611,0.9367758631706238,4.001113256775041,2.8200300383933707,1.1455829779307047,0.6634492643597569,0.10000000000000853
32,layer3.0.downsample.0,Conv2d,10.03962516784668,10.209663391113281,0.0010853399289771914,0.0010621771216392517,0.9895873665809631,,12.001307642770412,0.009090309962630272,0.0792236328125,0.0005740247685580986,0.2230554074048996,0.0005542279104702175,1.2489186525344849,-1.0258632451295853,0.17859882783563602,-2.0785927834087743,0.21770187361786764,0.3164934175587672,0.25
33,layer3.0.downsample.1,BatchNorm2d,,,0.0015954014379531145,0.0016170466551557183,0.9983982443809509,,14.536786690423082,0.015912998467683792,0.05772705003619194,0.0005862881850716371,0.17748485505580902,0.0003062138566747308,0.2230554074048996,-0.045570552349090576,0.7956985088141589,-0.6872996550220677,0.1670573079958558,0.3649372322738755,0.0
34,layer3.1.conv1,Conv2d,5.545141696929932,5.4144673347473145,0.0005000129458494484,0.00048610419617034495,0.9862488508224487,,12.461417361267115,0.04365529119968414,0.02783203125,0.0003175417384188864,0.15693245828151703,0.0067178173922002316,0.17748485505580902,-0.020552396774291992,0.8842019688456594,-1.1940317236952376,0.15997355764266102,0.38114895965219514,2.1000000000000085
35,layer3.1.bn1,BatchNorm2d,,,0.003064760472625494,0.0030729235149919987,0.9997630715370178,,4.572247131626221,0.09269347786903381,0.007678222842514515,0.007229506187967161,0.38370370864868164,0.0003244610852561891,0.15693245828151703,0.2267712503671646,2.4450245210453567,0.17237884701173473,0.3651246352742116,0.16376489330604838,0.10000000000000853
36,layer3.1.relu,ReLU,,,,,,0.8007295727729797,-1.3817371570478354,1.0456268787384033,0.00954589806497097,0.009395529783095387,0.8374711871147156,0.0065987855195999146,0.38370370864868164,0.45376747846603394,2.1825986255434398,0.9920166086798966,0.8370835751295089,0.39086738530496906,0.10000000000000853
37,layer3.1.conv2,Conv2d,12.718640327453613,12.496003150939941,0.0004272580845281482,0.00041762006003409624,0.9887139797210693,,6.820487987873466,0.21165120601654053,0.05034179612994194,0.0005495310668229777,0.33857688307762146,0.0032730239909142256,0.8374711871147156,-0.4988943040370941,0.4042848139572346,-1.3372673849393315,0.34303663720687233,0.19251679927418053,0.4000000000000057
38,layer3.1.bn2,BatchNorm2d,,,0.014524046331644058,0.014830244705080986,0.9991952180862427,,-10.664667382908506,2.214529514312744,0.8360840082168579,0.00019539598217011662,2.00313138961792,0.0799715518951416,0.33857688307762146,1.6645545065402985,5.916326511732846,4.791336609360579,1.9683601399262747,1.4425537135709146,0.15000000000000568
39,layer4.0.conv1,Conv2d,13.796113967895508,13.442848205566406,0.00039495632518082857,0.00038560671964660287,0.9883654117584229,,9.539404191978644,0.025760944932699203,0.02684326097369194,0.0002747235975360346,0.1841963678598404,0.007797854486852884,2.00313138961792,-1.8189350217580795,0.09195421169795671,-3.035731693129212,0.18838774574299652,0.3583517835669413,13.150000000000006
40,layer4.0.bn1,BatchNorm2d,,,0.0013308583293110132,0.0013827370712533593,0.9997704029083252,,4.0162729468194,0.04053332284092903,0.04345092922449112,0.03287420571758012,0.43582069873809814,0.00031625916017219424,0.1841963678598404,0.25162433087825775,2.366065649390866,0.5582658374920783,0.4385532001654307,0.09414492909956888,0.0
41,layer4.0.relu,ReLU,,,,,,0.8203308582305908,-0.9672740177043524,0.3143090009689331,0.06147461012005806,0.04266249021143305,0.8485755324363708,0.003354197833687067,0.43582069873809814,0.4127548336982727,1.9470748748084734,1.2390544433458786,0.8240057567755381,0.39258228519055915,0.15000000000000568
42,layer4.0.conv2,Conv2d,7.620982646942139,7.449634075164795,0.00030014989897608757,0.00029309670208022,0.98848557472229,,6.31884540666622,0.14457815885543823,0.018157958984375,0.00017093390962480005,0.24916112422943115,0.001809945097193122,0.8485755324363708,-0.5994144082069397,0.2936228004521454,-1.5574541472194583,0.24383413220445316,0.29413408049252787,9.550000000000011
43,layer4.0.bn2,BatchNorm2d,,,0.00466130580753088,0.004880909807980061,0.999674916267395,,-11.000479841482942,1.8699077367782593,0.850341796875,0.00013830215248440957,2.571403741836548,0.05937313288450241,0.24916112422943115,2.3222426176071167,10.320244579802273,6.05424404095708,2.3177617778380712,1.7889930634677333,0.10000000000000853
44,layer4.0.downsample.0,Conv2d,15.5029296875,14.546562194824219,0.001074710045941174,0.0010499873897060752,0.9883304238319397,,8.044951741123812,0.01699216291308403,0.10523071140050888,0.0005252004616878478,0.345316082239151,0.0012681831140071154,2.571403741836548,-2.226087659597397,0.1342908842437886,-3.2442510757238363,0.34116105549037457,0.19217587395671534,3.1000000000000085
45,layer4.0.downsample.1,BatchNorm2d,,,0.005855781491845846,0.00595099339261651,0.9991265535354614,,5.215691954213443,0.0056608812883496284,0.03187866136431694,0.0002441972625486868,0.27990248799324036,0.004545551724731922,0.345316082239151,-0.06541359424591064,0.8105689320272706,-0.4119155974272141,0.28187429037255546,0.25010862517716315,0.15000000000000568
46,layer4.1.conv1,Conv2d,14.82564640045166,14.418537139892578,0.0003178755578119308,0.0003117021988146007,0.9907070994377136,,2.661008859167624,0.3923981189727783,0.0008117675897665322,4.272513092200832e-05,0.2377949059009552,0.02469455637037754,0.27990248799324036,-0.042107582092285156,0.849563387610361,-0.6784352468848289,0.2521865361680587,0.31354061003295264,2.450000000000003
47,layer4.1.bn1,BatchNorm2d,,,0.002507473574951291,0.0025922127533704042,0.9997164011001587,,3.273049794227292,0.02183365449309349,0.05708618089556694,0.019088976342335008,0.5068845748901367,0.00042938877595588565,0.2377949059009552,0.2690896689891815,2.1316040096297497,0.4757525192644914,0.513795767724514,0.16495072851426618,0.0
48,layer4.1.relu,ReLU,,,,,,0.7502681016921997,-0.9150512056243869,6.50592565536499,0.05980224534869194,0.030844289561222874,0.9831121563911438,0.6662430167198181,0.5068845748901367,0.4762275815010071,1.9395187880836307,2.610566828424969,0.9333963697155316,0.49483564572903865,0.05000000000001137
49,layer4.1.conv2,Conv2d,18.520917892456055,15.102813720703125,0.00017427621060051024,0.00016922361101023853,0.9854003190994263,,3.973322797443639,0.008606703951954842,0.17702026665210724,0.0005007480687612592,0.6005311608314514,0.0021208638790994883,0.9831121563911438,-0.3825809955596924,0.6108470502849845,-0.9883726551041653,0.5752860367298126,0.2609258224632994,7.200000000000003
50,layer4.1.bn2,BatchNorm2d,,,0.011349763721227646,0.011403210461139679,0.9999622106552124,,-0.3211501756063945,0.5477697253227234,0.4141174256801605,0.0004431041910271401,0.7338676452636719,0.9195706248283386,0.6005311608314514,0.13333648443222046,1.2220309171740407,1.2818525947951689,0.7142453417181969,0.36972922045253204,0.10000000000000853
51,avgpool,AdaptiveAvgPool2d,,,,,,,4.158785281767087,0.012782101519405842,0.01981811597943306,0.01705335712966952,0.43814778327941895,0.3277868628501892,0.7338676452636719,-0.29571986198425293,0.5970392428479382,-0.3256700221212924,0.4405959648390611,0.09727524488127293,0.0
52,fc,Linear,28.50826072692871,28.39609718322754,0.004824554547667503,0.004822529852390289,0.9999266266822815,,5.335537099541457,0.004668255802243948,0.1938125044107437,0.0005503112698119874,0.5410338044166565,2.0832557678222656,0.43814778327941895,0.10288602113723755,1.2348203621297098,0.9629319862780185,0.5267937836547693,0.19554796783162115,2.0500000000000114
