idx,layer,type,cond_32,cond_4,var_32,var_4,cosine_sim,dead_neuron_ratio,RelErr,SNR,KL,inherited_error,error_delta,REAR,SFR,magnitude_loss,mse_error,instability_pca,rf_predicted_error,sensitivity_W4A8
36,layer2.0.downsample.1,BatchNorm2d,,,0.007963213138282299,0.007976316846907139,0.9989947080612183,,0.41471385955810547,7.547241070309645,0.006110076792538166,0.23704500496387482,0.17766885459423065,1.7495152855944256,0.122528076171875,68.0,0.0017437878996133804,1.018685930755211,0.17894719317555427,-0.04999999999999716
37,layer2.1.conv1,Conv2d,89.06544494628906,39.12273406982422,0.0002775193424895406,0.00026787578826770186,0.9827606678009033,,0.24712909758090973,12.13834808845132,0.03383083641529083,0.41471385955810547,-0.16758476197719574,0.5959026733377946,0.09375,24.0,0.0019506799289956689,-1.6687895005195519,-0.1693447052190701,0.0
38,layer2.1.bn1,BatchNorm2d,,,0.0008684431086294353,0.0008897299994714558,0.9996387362480164,,0.15470194816589355,13.429769614688592,0.03618074581027031,0.24712909758090973,-0.09242714941501617,0.6259964920368972,0.007885742001235485,538.0,0.0003579756594263017,-1.0302792968624708,-0.09889287191132705,0.04999999999999716
39,layer2.1.relu,ReLU,,,,,,0.39469727873802185,0.6939484477043152,0.015546454282370777,0.0583447590470314,0.15470194816589355,0.5392464995384216,4.485712403312235,0.01774902269244194,774.0,0.005600606556981802,0.9188607930961846,0.5493730429559947,0.09999999999999432
40,layer2.1.conv2,Conv2d,40.383445739746094,33.946075439453125,0.00037389874341897666,0.0003584040096029639,0.9790794253349304,,0.21450552344322205,13.339872768908085,0.1582251787185669,0.6939484477043152,-0.47944292426109314,0.3091087301266229,0.069091796875,34.0,0.0016252616187557578,-2.258716397110375,-0.4823414131999016,1.0499999999999972
41,layer2.1.bn2,BatchNorm2d,,,0.0012430110946297646,0.0012506208149716258,0.9997317790985107,,0.357599675655365,4.429516504562137,0.1401800513267517,0.21450552344322205,0.14309415221214294,1.667088426979452,0.009106445126235485,478.0,0.0010210940381512046,-0.08665015260342401,0.1419466848174731,0.0
42,layer2.1.conv3,Conv2d,26.335065841674805,21.819808959960938,0.0004866077797487378,0.0004763374454341829,0.9892944097518921,,0.3556371331214905,8.543454776730279,0.14642196893692017,0.357599675655365,-0.0019625425338745117,0.994511900688171,0.08325805515050888,133.0,0.00016623795090708882,-0.9119570597037724,-0.0020961516924823324,0.04999999999999716
43,layer2.1.bn3,BatchNorm2d,,,0.009556309320032597,0.009594106115400791,0.9978354573249817,,1.1653021574020386,-6.757840939632156,1.5241258144378662,0.3556371331214905,0.8096650242805481,3.2766605308449486,0.60076904296875,620.0,0.02402937225997448,4.556560948394793,0.8055559729536375,0.09999999999999432
44,layer2.2.conv1,Conv2d,13.442543029785156,12.062646865844727,0.0005436293431557715,0.0005264002829790115,0.9840037822723389,,0.3655751347541809,8.351293659040342,0.0264295507222414,1.1653021574020386,-0.7997270226478577,0.3137170324726813,0.13151855766773224,31.0,0.002223565708845854,-2.1539630288792266,-0.7742858159045378,0.14999999999999147
45,layer2.2.bn1,BatchNorm2d,,,0.0010163391707465053,0.0010169177548959851,0.999890148639679,,0.3194586932659149,4.660266260891746,0.07733678072690964,0.3655751347541809,-0.04611644148826599,0.8738523572745847,0.0,1.0,0.0008105034939944744,-0.5498222707079677,-0.04450661540031433,0.0
46,layer2.2.relu,ReLU,,,,,,0.4592735171318054,0.6406009793281555,-1.4889627859314953,0.07642997056245804,0.3194586932659149,0.3211422860622406,2.0052701423746333,0.0,1.0,0.003306027501821518,0.2558621684124689,0.31296971812844276,0.09999999999999432
47,layer2.2.conv2,Conv2d,7.2937116622924805,6.544692039489746,0.00046630806173197925,0.000451326253823936,0.9836789965629578,,0.32080650329589844,9.817812797930603,0.06847059726715088,0.6406009793281555,-0.3197944760322571,0.5007899045554869,0.05624999850988388,19.0,0.0015025617321953177,-1.7417747373213655,-0.3223482547948758,0.3499999999999943
48,layer2.2.bn2,BatchNorm2d,,,0.0010244738077744842,0.0010242750868201256,0.9998822212219238,,0.2837451696395874,5.4662062721991465,0.16482320427894592,0.32080650329589844,-0.037061333656311035,0.8844744938910194,0.0,0.0,0.0006883227033540606,-0.5367468392776353,-0.04006191355486711,-0.04999999999999716
49,layer2.2.conv3,Conv2d,8.750475883483887,7.914251804351807,0.0006850891513749957,0.0006708992295898497,0.989654541015625,,0.39483171701431274,8.068208472848797,0.02724817767739296,0.2837451696395874,0.11108654737472534,1.391501104726566,0.12293700873851776,95.0,0.00014296651352196932,-0.6222437023480416,0.11155718670537075,1.0
50,layer2.2.bn3,BatchNorm2d,,,0.003719136118888855,0.003762183478102088,0.9978868365287781,,1.5176714658737183,-9.56171120035237,3.0053439140319824,0.39483171701431274,1.1228397488594055,3.8438438465638827,0.841400146484375,253.0,0.036471374332904816,5.501442517783867,1.1423486498494944,-0.04999999999999716
51,layer2.3.conv1,Conv2d,10.036197662353516,9.79899787902832,0.0005913655622862279,0.0005764016532339156,0.9874195456504822,,0.25092047452926636,10.703820537626132,0.09371969103813171,1.5176714658737183,-1.266750991344452,0.16533253749012952,0.05624999850988388,17.0,0.0008781319484114647,-2.8156497468163693,-1.2544059375921885,0.6499999999999915
52,layer2.3.bn1,BatchNorm2d,,,0.000584698747843504,0.0005874224589206278,0.9999065399169922,,0.2509673535823822,4.391533140573175,0.08024611324071884,0.25092047452926636,4.6879053115844727e-05,1.0001868283295885,0.0,2.0,0.00025379599537700415,-0.5617685300768875,-0.0012629698496311903,0.0
53,layer2.3.relu,ReLU,,,,,,0.535376787185669,0.5611501336097717,-1.1423542896476684,0.3110255002975464,0.2509673535823822,0.3101827800273895,2.2359487224124925,0.0,2.0,0.0013573889154940844,0.37409076695614163,0.30955870704104504,0.04999999999999716
54,layer2.3.conv2,Conv2d,5.1638407707214355,4.889162063598633,0.0005021719844080508,0.0004921658546663821,0.9898506999015808,,0.1883717030286789,13.075089190098467,0.03773382306098938,0.5611501336097717,-0.37277843058109283,0.33568860051216537,0.0550537109375,19.0,0.00025313571677543223,-1.7617830166372777,-0.34837147369980814,0.20000000000000284
55,layer2.3.bn2,BatchNorm2d,,,0.0008450343739241362,0.0008574185776524246,0.9999085664749146,,0.16121290624141693,10.942005970330001,0.09146016836166382,0.1883717030286789,-0.027158796787261963,0.8558233728813975,0.0,0.0,0.00012630358105525374,-0.816374324776808,-0.027239707166639468,0.0
56,layer2.3.conv3,Conv2d,8.585745811462402,8.220813751220703,0.00059132109163329,0.0005800186190754175,0.9907878637313843,,0.18478521704673767,14.578072675888103,0.062351543456315994,0.16121290624141693,0.02357231080532074,1.1462185091435615,0.05941162258386612,120.0,2.626743480504956e-05,-1.1257538999538637,0.0249525514508908,-0.04999999999999716
57,layer2.3.bn3,BatchNorm2d,,,0.00447863107547164,0.0045313118025660515,0.9978873133659363,,1.3781099319458008,-8.469172059957957,3.7050962448120117,0.18478521704673767,1.193324714899063,7.457901416417071,0.730255126953125,256.0,0.029437312856316566,6.3619657466812995,1.1462866020699343,0.09999999999999432
58,layer3.0.conv1,Conv2d,18.383708953857422,16.693273544311523,0.0009465522016398609,0.0009176756138913333,0.9845961928367615,,0.26330962777137756,9.369198428717306,0.01653343252837658,1.3781099319458008,-1.1148003041744232,0.1910657645428922,0.07691650092601776,42.0,0.0012170958798378706,-2.6442285461440824,-1.1434962584326664,1.2000000000000028
59,layer3.0.bn1,BatchNorm2d,,,0.001098680542781949,0.0011236523278057575,0.9998945593833923,,0.3767686188220978,2.0765604258528696,0.21618425846099854,0.26330962777137756,0.11345899105072021,1.4308957177564074,2.441406286379788e-05,4.0,0.00042699900222942233,-0.07681798564522832,0.11529562066619595,0.0
60,layer3.0.relu,ReLU,,,,,,0.7441390752792358,0.7841595411300659,-3.788023365080681,1.8027819395065308,0.3767686188220978,0.40739092230796814,2.081276151876995,3.662109520519152e-05,4.0,0.007896513678133488,1.4488677596491215,0.42938200011849403,0.09999999999999432
61,layer3.0.conv2,Conv2d,6.860306262969971,6.309790134429932,0.00030146248172968626,0.0002934575895778835,0.9866671562194824,,0.43924105167388916,6.5055853234627605,0.05355139821767807,0.7841595411300659,-0.34491848945617676,0.5601424565221654,0.1490478515625,34.0,0.002302792388945818,-1.3626067137228577,-0.3456858601421118,0.7000000000000028
62,layer3.0.bn2,BatchNorm2d,,,0.0008508531609550118,0.0008500937838107347,0.9997817277908325,,0.28000208735466003,5.156842317169802,0.10806296765804291,0.43924105167388916,-0.15923896431922913,0.6374679376793434,1.220703143189894e-05,1.0,0.001006813021376729,-0.7749732908646707,-0.15100621494154134,-0.04999999999999716
63,layer3.0.conv3,Conv2d,10.069637298583984,9.476415634155273,0.0005463979905471206,0.0005340128554962575,0.9887117147445679,,0.29910770058631897,10.314227363578238,0.008317839354276657,0.28000208735466003,0.019105613231658936,1.0682338242980993,0.1030731201171875,607.0,0.0003021143202204257,-1.0006009742280488,0.021059189364314078,1.1499999999999915
64,layer3.0.bn3,BatchNorm2d,,,0.00382342585362494,0.0038796497974544764,0.9990140199661255,,1.1055690050125122,-4.8811488373664815,1.227705955505371,0.29910770058631897,0.8064613044261932,3.6962238111735206,0.6193389892578125,249.0,0.012124080210924149,3.594231573959936,0.7805496862779061,0.0
65,layer3.0.downsample.0,Conv2d,31.11734962463379,27.115591049194336,0.00026079596136696637,0.0002527006436139345,0.9841773509979248,,0.33691418170928955,9.444399332299604,0.027365924790501595,1.1055690050125122,-0.7686548233032227,0.30474278871944005,0.11261902004480362,671.0,0.0006977670127525926,-2.229918086563463,-0.7754695911581317,0.9500000000000028
66,layer3.0.downsample.1,BatchNorm2d,,,0.003118297550827265,0.0031516156159341335,0.9983307719230652,,0.5557107925415039,5.019453729981006,0.012411236763000488,0.33691418170928955,0.21879661083221436,1.649413478892989,0.15923157334327698,169.0,0.0013451494742184877,0.49631416323845273,0.2153945004567504,0.04999999999999716
67,layer3.1.conv1,Conv2d,15.188798904418945,12.812421798706055,0.00023146306921262294,0.0002225747739430517,0.9806845784187317,,0.30612844228744507,9.84034729645042,0.12761738896369934,0.5557107925415039,-0.24958235025405884,0.5508772663697754,0.10487060248851776,45.0,0.002215259475633502,-1.7031218202323886,-0.2575164138029019,0.25
68,layer3.1.bn1,BatchNorm2d,,,0.0008051726035773754,0.0008041468099690974,0.9996941685676575,,0.4181175231933594,2.8209325257325424,0.09956786036491394,0.30612844228744507,0.1119890809059143,1.365823835476091,0.0013671874767169356,131.0,0.0009656184120103717,-0.19929293524950437,0.11134494806950292,0.04999999999999716
69,layer3.1.relu,ReLU,,,,,,0.5397593975067139,0.7047622203826904,-1.5273029351447287,0.0872282087802887,0.4181175231933594,0.28664469718933105,1.6855601147736914,0.0035644532181322575,143.0,0.002603603759780526,0.23616581945928278,0.28567584392925105,0.14999999999999147
70,layer3.1.conv2,Conv2d,8.229242324829102,7.498486518859863,0.00022794576943852007,0.0002209359226981178,0.9847002625465393,,0.34756237268447876,8.964748298289244,0.24355605244636536,0.7047622203826904,-0.35719984769821167,0.49316260524826394,0.13845214247703552,60.0,0.002659789752215147,-1.5248165087246275,-0.35731992286940417,1.5999999999999943
71,layer3.1.bn2,BatchNorm2d,,,0.0015656668692827225,0.0016228263266384602,0.9994335174560547,,0.43638330698013306,3.0663549215893404,0.09843892604112625,0.34756237268447876,0.0888209342956543,1.2555539416123362,0.02119140699505806,1822.0,0.0009320545941591263,-0.09578581343217168,0.08765126861010988,0.04999999999999716
72,layer3.1.conv3,Conv2d,10.793359756469727,9.633369445800781,0.0004143738769926131,0.00040440066368319094,0.9879326820373535,,0.4690571427345276,5.766883503934728,0.14055052399635315,0.43638330698013306,0.03267383575439453,1.0748741650557272,0.15166015923023224,298.0,0.00028818906866945326,-0.6720536810613927,0.03124677067001661,1.4500000000000028
73,layer3.1.bn3,BatchNorm2d,,,0.0021250152494758368,0.0021813346538692713,0.9973758459091187,,1.3266297578811646,-7.082132261528708,1.7883070707321167,0.4690571427345276,0.857572615146637,2.8282902806833445,0.7672485113143921,239.0,0.01554151065647602,3.8684527593437323,0.8846264305214088,0.04999999999999716
74,layer3.2.conv1,Conv2d,11.816713333129883,9.962627410888672,0.0002480541879776865,0.00023798471374902874,0.9796452522277832,,0.3447391390800476,7.660835898064311,0.1090984120965004,1.3266297578811646,-0.9818906188011169,0.25986085193102404,0.10245361179113388,53.0,0.0010394025593996048,-2.5985392623956867,-1.0347950465977191,0.7999999999999972
75,layer3.2.bn1,BatchNorm2d,,,0.0007266048924066126,0.0007399166934192181,0.9998490810394287,,0.3711605966091156,3.1712754421813143,0.13912329077720642,0.3447391390800476,0.026421457529067993,1.0766418852224755,0.0009277343633584678,91.0,0.0003952431434299797,-0.37178603196054494,0.027517303576072058,0.0
76,layer3.2.relu,ReLU,,,,,,0.6152377128601074,0.6481310725212097,-1.5803243441807757,0.1664135605096817,0.3711605966091156,0.2769704759120941,1.7462281245435733,0.00103759765625,100.0,0.0012804977595806122,0.27233065646685756,0.27390163416663804,0.09999999999999432
77,layer3.2.conv2,Conv2d,6.804059982299805,6.357964515686035,0.0002251114055979997,0.00021954209660179913,0.9876073002815247,,0.31805509328842163,8.068512317834093,0.10268044471740723,0.6481310725212097,-0.3300759792327881,0.4907265008159495,0.06968994438648224,64.0,0.0008964702719822526,-1.5448563965489173,-0.33404497454563775,0.25
78,layer3.2.bn2,BatchNorm2d,,,0.001000050688162446,0.001023006858304143,0.9997408390045166,,0.3145308196544647,4.921149065592513,0.11795902252197266,0.31805509328842163,-0.003524273633956909,0.988919298233778,0.0008789062267169356,84.0,0.00033230381086468697,-0.47547068091154765,-0.004289183292227486,0.0
79,layer3.2.conv3,Conv2d,8.846183776855469,8.343603134155273,0.00036395969800651073,0.0003562443016562611,0.9894118905067444,,0.3610905408859253,7.960157497696153,0.09963322430849075,0.3145308196544647,0.04655972123146057,1.1480291224961987,0.09781493991613388,239.0,8.266517397714779e-05,-0.8188177079505385,0.04668392507980267,0.75
80,layer3.2.bn3,BatchNorm2d,,,0.0017320173792541027,0.0017668770160526037,0.998505175113678,,1.5484135150909424,-8.916623736029132,2.784655809402466,0.3610905408859253,1.187322974205017,4.288158618865934,0.8768280148506165,125.0,0.017420519143342972,5.3126569257219485,1.1862820185720921,0.0
81,layer3.3.conv1,Conv2d,9.048848152160645,8.239635467529297,0.0003007828490808606,0.00029050535522401333,0.982929527759552,,0.35710394382476807,6.686167523262184,0.08934265375137329,1.5484135150909424,-1.1913095712661743,0.23062569549051914,0.10091552883386612,56.0,0.0010422675404697657,-2.6917432444237606,-1.1886577295760314,0.20000000000000284
82,layer3.3.bn1,BatchNorm2d,,,0.0008555706008337438,0.0008629420772194862,0.9998513460159302,,0.40526488423347473,2.510545654028556,0.12236829102039337,0.35710394382476807,0.048160940408706665,1.134865327705088,0.0008056640508584678,74.0,0.000349528796505183,-0.2880921745941001,0.04926853533834219,0.04999999999999716
83,layer3.3.relu,ReLU,,,,,,0.659734308719635,0.6506175994873047,-1.3516740297125118,0.17798347771167755,0.40526488423347473,0.24535271525382996,1.6054132119487592,0.0008300781482830644,75.0,0.0010197559604421258,0.2276828828750523,0.24568716107557217,0.09999999999999432
84,layer3.3.conv2,Conv2d,5.746140480041504,5.5905327796936035,0.00022277477546595037,0.0002177915011998266,0.9889300465583801,,0.3063582479953766,8.457832819194085,0.18350747227668762,0.6506175994873047,-0.3442593514919281,0.47087298012963524,0.06593017280101776,45.0,0.0007328464416787028,-1.4983319999706861,-0.34563132052620255,1.75
85,layer3.3.bn2,BatchNorm2d,,,0.0007725299801677465,0.0007819418096914887,0.9998349547386169,,0.3881876468658447,3.473906132309094,0.15945914387702942,0.3063582479953766,0.08182939887046814,1.2671036259213202,0.0010620116954669356,101.0,0.0004257587715983391,-0.25780308234950733,0.08464539853545526,0.0
86,layer3.3.conv3,Conv2d,8.949654579162598,8.631553649902344,0.0003316295042168349,0.0003250701120123267,0.9902493357658386,,0.41142815351486206,5.828258604153286,0.20528173446655273,0.3881876468658447,0.023240506649017334,1.0598692586862486,0.10645446926355362,270.0,0.0001023077275021933,-0.6794644945852468,0.024956938127676645,0.6499999999999915
87,layer3.3.bn3,BatchNorm2d,,,0.0021655592136085033,0.0022076060995459557,0.9980840682983398,,1.5828654766082764,-8.780515493406536,3.055330276489258,0.41142815351486206,1.1714373230934143,3.8472463857558994,0.907244861125946,216.0,0.015586184337735176,5.458362646819626,1.1902957213421663,0.09999999999999432
88,layer3.4.conv1,Conv2d,7.718099594116211,7.3363728523254395,0.0003279993252363056,0.00031751208007335663,0.9842820167541504,,0.3978672921657562,5.33484001919534,0.13498055934906006,1.5828654766082764,-1.1849981844425201,0.25135887922598205,0.09941406548023224,58.0,0.0013948088744655252,-2.5422180377778916,-1.253942934423685,0.3999999999999915
